Date,Ticker,Type,Quantity,Price per share,Total Amount,Currency,FX Rate
2023-12-12T14:30:06.755Z,IGT,BUY - MARKET,13.72687224,$27.24,$374.99,USD,1.0804
2023-12-12T14:30:07.322Z,ORAN,BUY - MARKET,55.445,$12,$667,USD,1.0803
2023-12-12T14:30:07.619Z,WMT,BUY - MARKET,3.29817484,$151.22,$500,USD,1.0803
2023-12-12T14:30:07.672Z,UMC,BUY - MARKET,50.36994949,$7.92,$400,USD,1.0803
2023-12-12T14:30:08.066Z,SCCO,BUY - MARKET,5.32901415,$74.86,$400,USD,1.0803
2023-12-12T14:30:08.530Z,CNQ,BUY - MARKET,3.23200649,$61.55,$200,USD,1.0803
2023-12-12T14:30:09.846Z,BP,BUY - MARKET,5.71473714,$34.81,$200,USD,1.0804
2023-12-12T14:30:10.221Z,CMCSA,BUY - MARKET,15.45864312,$43.04,$667,USD,1.0804
2023-12-12T14:30:10.349Z,PKG,BUY - MARKET,2.26893203,$164.80,$374.99,USD,1.0804
2023-12-12T14:30:10.352Z,CSCO,BUY - MARKET,8.07265388,$49.55,$400,USD,1.0804
2023-12-12T14:30:10.523Z,STX,BUY - MARKET,9.75015234,$82.05,$800,USD,1.0804
2023-12-12T14:30:10.688Z,TSM,BUY - MARKET,3.99400898,$100.15,$400,USD,1.0804
2023-12-12T14:30:11.229Z,E,BUY - MARKET,6.21073993,$32.03,$200,USD,1.0804
2023-12-12T14:30:11.561Z,IDCC,BUY - MARKET,6.22686008,$106.85,$667,USD,1.0804
2023-12-12T14:30:11.909Z,NOG,BUY - MARKET,5.58949143,$35.59,$200,USD,1.0804
2023-12-12T14:30:11.974Z,GSK,BUY - MARKET,16.39726027,$36.50,$600,USD,1.0804
2023-12-12T14:30:12.152Z,AMGN,BUY - MARKET,2.15963627,$277.13,$600,USD,1.0804
2023-12-12T14:30:12.423Z,NVS,BUY - MARKET,6.12714987,$97.68,$600,USD,1.0804
2023-12-12T14:30:12.454Z,FANG,BUY - MARKET,1.34167397,$148.27,$200,USD,1.0804
2023-12-12T14:30:13.197Z,HPQ,BUY - MARKET,26.49884067,$30.19,$800,USD,1.0804
2023-12-12T14:30:13.258Z,TM,BUY - MARKET,2.02381467,$184.76,$374.99,USD,1.0804
2023-12-12T14:30:13.716Z,AAPL,BUY - MARKET,2.06699481,$193,$400,USD,1.0804
2023-12-12T14:30:16.493Z,INTC,BUY - MARKET,9.01555104,$44.37,$400,USD,1.0804
2023-12-12T14:30:17.138Z,UNH,BUY - MARKET,1.095592,$546.28,$600,USD,1.0803
2023-12-12T14:30:17.544Z,ABR,BUY - MARKET,71.04700854,$14.04,"$1,000",USD,1.0803
2023-12-12T14:30:17.604Z,IBM,BUY - MARKET,2.443376,$163.27,$400,USD,1.0803
2023-12-12T14:30:17.626Z,PBR,BUY - MARKET,13.56957708,$14.66,$200,USD,1.0803
2023-12-12T14:30:17.832Z,ENLC,BUY - MARKET,16.05488297,$12.39,$200,USD,1.0803
2023-12-12T14:30:17.871Z,SFL,BUY - MARKET,36.13677536,$11.04,$400,USD,1.0803
2023-12-12T14:30:18.003Z,NKE,BUY - MARKET,3.12433155,$119.68,$374.99,USD,1.0804
2023-12-12T14:30:18.092Z,AGRO,BUY - MARKET,45.74954128,$10.90,$500,USD,1.0804
2023-12-12T14:30:18.333Z,IRM,BUY - MARKET,6.04652925,$65.98,$400,USD,1.0804
2023-12-12T14:30:18.364Z,TX,BUY - MARKET,10.23159784,$38.99,$400,USD,1.0804
2023-12-12T14:30:18.683Z,BBY,BUY - MARKET,5.08416043,$73.50,$374.99,USD,1.0804
2023-12-12T14:30:49.374Z,WRK,BUY - MARKET,9.10889159,$41.05,$374.99,USD,1.0802
2023-12-12T14:30:50.510Z,PG,BUY - MARKET,3.41609589,$146,$500,USD,1.0802
2023-12-12T14:31:05.142Z,ORCL,BUY - MARKET,3.91964723,$102.05,$400,USD,1.0802
2023-12-12T14:31:07.116Z,DELL,BUY - MARKET,5.79542161,$69.02,$400,USD,1.0802
2023-12-18T19:00:06.338848Z,MSFT,DIVIDEND,,,$47.43,USD,1.0944
2023-12-29T13:14:47.571403Z,NVDA,DIVIDEND,,,$1.47,USD,1.1071
2024-01-01T06:29:06.210708Z,,CUSTODY FEE,,,-$16.91,USD,1.1060
2024-01-03T19:05:24.328800Z,GRMN,DIVIDEND,,,$2.33,USD,1.0919
2024-01-03T19:55:49.199185Z,SFL,DIVIDEND,,,$9.03,USD,1.0937
2024-01-05T11:04:20.801915Z,IRM,DIVIDEND,,,$3.34,USD,1.0935
2024-01-05T11:07:35.660034Z,EC,DIVIDEND,,,$31.86,USD,1.0934
2024-01-11T10:26:52.482807Z,STX,DIVIDEND,,,$6.82,USD,1.0987
2024-01-11T10:34:50.200797Z,PM,DIVIDEND,,,$5.93,USD,1.0987
2024-01-16T11:58:54.162542Z,TSM,DIVIDEND,,,$1.52,USD,1.0912
2024-01-17T12:47:22.856165Z,PKG,DIVIDEND,,,$2.41,USD,1.0892
2024-01-24T07:38:26.445966Z,,CASH TOP-UP,,,"$9,800",USD,1.0894
2024-01-24T14:30:02.439Z,META,BUY - MARKET,25.64102564,$390,"$10,000",USD,1.0952
2024-01-25T09:02:41.664903Z,CSCO,DIVIDEND,,,$2.67,USD,1.0920
2024-01-25T09:07:10.762996Z,CMCSA,DIVIDEND,,,$3.81,USD,1.0918
2024-01-25T09:07:55.832472Z,IDCC,DIVIDEND,,,$2.12,USD,1.0916
2024-01-26T09:31:46.526255Z,ORCL,DIVIDEND,,,$1.33,USD,1.0862
2024-02-01T11:59:59.808882Z,NOG,DIVIDEND,,,$1.90,USD,1.0829
2024-02-02T11:36:16.102395Z,,CUSTODY FEE,,,-$17.93,USD,1.0904
2024-02-02T11:53:19.694464Z,VZ,DIVIDEND,,,$19.86,USD,1.0902
2024-02-02T12:25:09.630718Z,T,DIVIDEND,,,$117.63,USD,1.0904
2024-02-05T09:38:25.986601Z,DELL,DIVIDEND,,,$1.82,USD,1.0781
2024-02-12T09:04:33.648294Z,ENLC,DIVIDEND,,,$2.12,USD,1.0795
2024-02-16T14:14:30.084453Z,PG,DIVIDEND,,,$2.73,USD,1.0767
2024-02-16T22:36:44.720031Z,AAPL,DIVIDEND,,,$0.42,USD,1.0799
2024-02-21T16:39:09.543397Z,,CASH TOP-UP,,,"$1,000",USD,1.0838
2024-02-21T16:45:41.146Z,NVDA,BUY - MARKET,1.68141332,$680.38,"$1,144",USD,1.0839
2024-02-22T09:05:24.595786Z,WRK,DIVIDEND,,,$2.34,USD,1.0891
2024-02-26T10:39:31.206131Z,WMT,STOCK SPLIT,6.59634968,,$0,USD,1.0869
2024-03-01T11:54:30.362792Z,SCCO,DIVIDEND,,,$3.62,USD,1.0840
2024-03-01T11:58:23.157940Z,SBRA,DIVIDEND,,,$18.01,USD,1.0841
2024-03-04T15:05:52.806724Z,INTC,DIVIDEND,,,$0.95,USD,1.0883
2024-03-05T10:43:17.928139Z,BG,DIVIDEND,,,$3.12,USD,1.0875
2024-03-08T12:16:29.812311Z,AMGN,DIVIDEND,,,$4.12,USD,1.0953
2024-03-11T11:16:08.559907Z,MCHP,DIVIDEND,,,$1.73,USD,1.0963
2024-03-12T10:38:42.942497Z,IBM,DIVIDEND,,,$3.44,USD,1.0955
2024-03-13T09:49:18.972236Z,FANG,DIVIDEND,,,$1.02,USD,1.0947
2024-03-14T09:38:11.762470Z,FANG,DIVIDEND,,,$2.48,USD,1.0966
2024-03-15T14:13:18.559203Z,MSFT,DIVIDEND,,,$47.43,USD,1.0913
2024-03-18T15:04:03.467905Z,ABR,DIVIDEND,,,$25.97,USD,1.0909
2024-03-20T11:07:31.021888Z,UNH,DIVIDEND,,,$1.74,USD,1.0866
2024-03-25T10:02:37.590151Z,PXD,DIVIDEND,,,$1.95,USD,1.0840
2024-03-27T12:55:47.428842Z,META,DIVIDEND,,,$10.90,USD,1.0843
2024-03-28T13:29:11.294795Z,NVDA,DIVIDEND,,,$1.53,USD,1.0829
2024-03-28T13:54:56.510931Z,ALV,DIVIDEND,,,$2.12,USD,1.0836
2024-04-02T09:42:43.235479Z,NKE,DIVIDEND,,,$0.98,USD,1.0763
2024-04-02T17:23:41.048169Z,LMT,DIVIDEND,,,$2.36,USD,1.0789
2024-04-02T17:28:00.209790Z,SFL,DIVIDEND,,,$9.39,USD,1.0789
2024-04-02T17:49:04.973034Z,BP,DIVIDEND,,,$2.46,USD,1.0789
2024-04-02T17:54:23.572289Z,WMT,DIVIDEND,,,$1.74,USD,1.0789
2024-04-04T08:35:03.629621Z,HPQ,DIVIDEND,,,$6.20,USD,1.0883
2024-04-05T06:56:08.654506Z,,CASH TOP-UP,,,"$7,000",USD,1.0854
2024-04-05T07:47:27.531588Z,IRM,DIVIDEND,,,$3.34,USD,1.0862
2024-04-05T07:47:38.918287Z,GRMN,DIVIDEND,,,$2.33,USD,1.0863
2024-04-05T10:37:02.177253Z,NVO,DIVIDEND,,,$64.91,USD,1.0859
2024-04-05T13:30:14.222Z,NIO,BUY - MARKET,223.70917225,$4.47,"$1,000",USD,1.0822
2024-04-05T13:30:14.238Z,NIO,BUY - MARKET,447.41834451,$4.47,"$2,000",USD,1.0822
2024-04-05T13:30:14.242Z,NIO,BUY - MARKET,447.41834451,$4.47,"$2,000",USD,1.0822
2024-04-05T13:32:57.797Z,XPEV,BUY - MARKET,272.47411444,$7.34,"$2,000",USD,1.0823
2024-04-08T11:02:00.642251Z,STX,DIVIDEND,,,$6.82,USD,1.0855
2024-04-09T12:11:33.973021Z,CNQ,DIVIDEND,,,$2.12,USD,1.0890
2024-04-10T09:55:19.279839Z,PM,DIVIDEND,,,$5.93,USD,1.0887
2024-04-10T10:19:15.770162Z,E,DIVIDEND,,,$2.24,USD,1.0885
2024-04-11T09:31:55.795839Z,IGT,DIVIDEND,,,$2.74,USD,1.0759
2024-04-12T09:13:49.190094Z,EC,DIVIDEND,,,$23.20,USD,1.0695
2024-04-12T09:14:34.530655Z,BBY,DIVIDEND,,,$4.05,USD,1.0695
2024-04-15T10:56:14.019585Z,GSK,DIVIDEND,,,$6.51,USD,1.0681
2024-04-15T10:59:33.603929Z,TSM,DIVIDEND,,,$1.72,USD,1.0681
2024-04-16T11:43:09.471269Z,PKG,DIVIDEND,,,$2.41,USD,1.0657
2024-04-16T11:55:52.154776Z,EC,DIVIDEND,,,$2.83,USD,1.0667
2024-04-24T09:54:40.143333Z,NVS,DIVIDEND,,,$14.89,USD,1.0710
2024-04-25T08:32:09.700311Z,ORCL,DIVIDEND,,,$1.33,USD,1.0749
2024-04-25T08:36:48.090901Z,CSCO,DIVIDEND,,,$2.74,USD,1.0750
2024-04-25T08:47:42.258840Z,CMCSA,DIVIDEND,,,$4.07,USD,1.0750
2024-04-25T08:50:57.657606Z,IDCC,DIVIDEND,,,$2.12,USD,1.0749
2024-04-26T13:30:01.397Z,EC,BUY - MARKET,26.60944206,$11.65,$310,USD,1.0733
2024-05-01T10:47:54.338618Z,NOG,DIVIDEND,,,$1.90,USD,1.0692
2024-05-02T07:51:58.352102Z,VZ,DIVIDEND,,,$19.86,USD,1.0747
2024-05-02T07:58:56.659369Z,T,DIVIDEND,,,$117.63,USD,1.0739
2024-05-06T09:28:50.618875Z,GES,DIVIDEND,,,$36.22,USD,1.0791
2024-05-06T09:29:22.191686Z,PXD,MERGER - STOCK,-0.8972127,,$0,USD,1.0790
2024-05-06T09:29:22.690843Z,XOM,MERGER - STOCK,2.08458398,,$0,USD,1.0790
2024-05-07T10:10:49.158067Z,DELL,DIVIDEND,,,$2.18,USD,1.0784
2024-05-15T07:11:18.237799Z,TX,DIVIDEND,,,$22.50,USD,1.0851
2024-05-15T07:11:27.423095Z,ENLC,RETURN OF CAPITAL,,,$2.12,USD,1.0851
2024-05-16T08:55:52.957962Z,PG,DIVIDEND,,,$2.92,USD,1.0896
2024-05-16T13:30:01.343Z,AVGO,BUY - MARKET,0.14025245,"$1,426",$200,USD,1.0888
2024-05-17T11:18:29.843884Z,AAPL,DIVIDEND,,,$0.43,USD,1.0862
2024-05-17T13:30:00.769Z,NVDA,SELL - MARKET,23,$944.87,"$21,731.83",USD,1.0877
2024-05-17T13:33:51.387Z,DELL,BUY - MARKET,6.72094898,$148.79,"$1,000",USD,1.0877
2024-05-17T13:34:17.275Z,GSK,BUY - MARKET,22.30716038,$44.83,"$1,000",USD,1.0877
2024-05-17T13:34:52.967Z,SCCO,BUY - MARKET,16.11668009,$124.10,"$2,000",USD,1.0876
2024-05-17T13:35:16.343Z,WMT,BUY - MARKET,31.27126328,$63.96,"$2,000",USD,1.0876
2024-05-17T13:35:31.552Z,NVS,BUY - MARKET,9.74118449,$102.66,"$1,000",USD,1.0875
2024-05-17T13:35:48.082Z,TSM,BUY - MARKET,13.04749168,$153.29,"$2,000",USD,1.0875
2024-05-17T13:36:09.655Z,PG,BUY - MARKET,5.97436969,$167.38,"$1,000",USD,1.0875
2024-05-17T13:36:38.022Z,GRMN,BUY - MARKET,5.86544665,$170.49,"$1,000",USD,1.0875
2024-05-17T13:37:03.476Z,PM,BUY - MARKET,9.92408715,$100.51,"$1,000",USD,1.0874
2024-05-17T13:37:19.171Z,SFL,BUY - MARKET,70.75106382,$14.10,"$1,000",USD,1.0874
2024-05-17T13:37:37.806Z,PLUG,BUY - MARKET,303.30395136,$3.29,"$1,000",USD,1.0874
2024-05-17T13:38:15.568Z,GES,BUY - MARKET,37.92737642,$26.30,"$1,000",USD,1.0873
2024-05-17T13:38:42.866Z,FANG,BUY - MARKET,5.09687803,$195.71,"$1,000",USD,1.0873
2024-05-17T13:39:03.516Z,XOM,BUY - MARKET,8.4436262,$118.14,"$1,000",USD,1.0872
2024-05-17T13:39:31.435Z,CNQ,BUY - MARKET,13.1190163,$76.04,"$1,000",USD,1.0871
2024-05-17T13:39:53.369Z,BP,BUY - MARKET,53.53018513,$37.27,"$2,000",USD,1.0871
2024-05-17T13:40:23.087Z,E,BUY - MARKET,53.89593041,$32.19,"$1,739",USD,1.0872
2024-05-23T07:44:08.868430Z,FANG,DIVIDEND,,,$2.24,USD,1.0850
2024-05-23T07:45:37.689434Z,WRK,DIVIDEND,,,$2.34,USD,1.0851
2024-05-29T09:29:05.443169Z,WMT,DIVIDEND,,,$1.74,USD,1.0869
2024-05-30T12:16:21.701657Z,PBR,DIVIDEND,,,$7.59,USD,1.0837
2024-05-31T08:50:01.482305Z,AGRO,DIVIDEND,,,$7.69,USD,1.0860
2024-06-03T10:26:33.924553Z,ABR,DIVIDEND,,,$25.97,USD,1.0855
2024-06-03T10:27:12.076586Z,SBRA,DIVIDEND,,,$18.01,USD,1.0855
2024-06-04T09:40:24.862114Z,INTC,DIVIDEND,,,$0.95,USD,1.0902
2024-06-05T10:19:04.493178Z,BG,DIVIDEND,,,$2.73,USD,1.0892
2024-06-06T11:53:23.297875Z,MCHP,DIVIDEND,,,$1.73,USD,1.0889
2024-06-06T12:24:58.890727Z,TM,DIVIDEND,,,$4.85,USD,1.0915
2024-06-07T06:49:04.389305Z,BG,DIVIDEND TAX (CORRECTION),,,$0.48,USD,1.0913
2024-06-10T08:33:13.501604Z,AMGN,DIVIDEND,,,$4.12,USD,1.0783
2024-06-10T08:34:04.986597Z,SNY,DIVIDEND,,,$18.59,USD,1.0783
2024-06-10T12:54:44.314517Z,NVDA,STOCK SPLIT,198.21457539,,$0,USD,1.0767
2024-06-11T08:46:45.006286Z,XOM,DIVIDEND,,,$1.68,USD,1.0779
2024-06-11T08:51:16.022579Z,IBM,DIVIDEND,,,$4.08,USD,1.0771
2024-06-11T08:53:08.395196Z,CNQ,STOCK SPLIT,16.35102279,,$0,USD,1.0769
2024-06-11T08:57:23.653485Z,E,DIVIDEND,,,$21.03,USD,1.0771
2024-06-11T09:19:24.324771Z,IBM,DIVIDEND TAX (CORRECTION),,,-$0.61,USD,1.0773
2024-06-13T07:42:47.570165Z,ALV,DIVIDEND,,,$2.12,USD,1.0838
2024-06-14T10:49:01.329006Z,MSFT,DIVIDEND,,,$47.43,USD,1.0718
2024-06-17T10:11:05.988616Z,IGT,DIVIDEND,,,$2.74,USD,1.0732
2024-06-18T12:22:34.679118Z,GOOGL,DIVIDEND,,,$51.26,USD,1.0735
2024-06-25T10:54:04.488454Z,ORAN,DIVIDEND,,,$17.58,USD,1.0748
2024-06-26T08:33:13.885347Z,UNH,DIVIDEND,,,$1.96,USD,1.0720
2024-06-27T07:32:38.180901Z,META,DIVIDEND,,,$10.90,USD,1.0716
2024-06-28T08:19:14.252253Z,SFL,DIVIDEND,,,$28.85,USD,1.0716
2024-07-01T09:41:05.802255Z,GES,DIVIDEND,,,$13.93,USD,1.0784
2024-07-01T10:47:34.000095Z,NVDA,DIVIDEND,,,$1.87,USD,1.0772
2024-07-01T12:06:57.887669Z,LMT,DIVIDEND,,,$2.36,USD,1.0768
2024-07-01T12:21:46.016017Z,AVGO,DIVIDEND,,,$0.62,USD,1.0767
2024-07-02T09:59:32.838888Z,NKE,DIVIDEND,,,$0.98,USD,1.0733
2024-07-02T10:06:19.502663Z,BP,DIVIDEND,,,$2.46,USD,1.0733
2024-07-02T10:32:34.645845Z,GRMN,DIVIDEND,,,$6.79,USD,1.0739
2024-07-02T14:22:38.283895Z,PBR,DIVIDEND,,,$7.19,USD,1.0754
2024-07-05T08:24:43.857035Z,HPQ,DIVIDEND,,,$6.20,USD,1.0848
2024-07-08T09:34:07.279106Z,IRM,DIVIDEND,,,$3.34,USD,1.0861
2024-07-09T10:03:54.734395Z,PM,DIVIDEND,,,$16.90,USD,1.0846
2024-07-09T10:08:03.353315Z,EC,DIVIDEND,,,$4.76,USD,1.0845
2024-07-09T11:18:12.643785Z,STX,DIVIDEND,,,$6.82,USD,1.0842
2024-07-10T13:11:54.635769Z,EC,DIVIDEND,,,$38.94,USD,1.0846
2024-07-10T13:59:56.489929Z,SW,MERGER - STOCK,9.10889159,,$0,USD,1.0845
2024-07-10T13:59:57.554483Z,WRK,MERGER - CASH,,,$45.54,USD,1.0846
2024-07-10T13:59:57.710722Z,WRK,MERGER - STOCK,-9.10889159,,$0,USD,1.0846
2024-07-11T10:22:31.326775Z,CNQ,DIVIDEND,,,$10.68,USD,1.0874
2024-07-11T13:30:06.909Z,PG,BUY - MARKET,2.68904529,$166.23,$447,USD,1.0908
2024-07-12T10:45:08.553031Z,BBY,DIVIDEND,,,$4.05,USD,1.0911
2024-07-15T09:12:19.535749Z,AVGO,STOCK SPLIT,1.26227205,,$0,USD,1.0931
2024-07-15T09:20:11.341335Z,TSM,DIVIDEND,,,$7.26,USD,1.0932
2024-07-15T09:20:51.612830Z,GSK,DIVIDEND,,,$6.17,USD,1.0932
2024-07-16T08:24:30.512418Z,PKG,DIVIDEND,,,$2.41,USD,1.0925
2024-07-25T09:36:15.414132Z,CSCO,DIVIDEND,,,$2.74,USD,1.0875
2024-07-25T09:36:57.024567Z,CMCSA,DIVIDEND,,,$4.07,USD,1.0875
2024-07-25T09:37:37.329621Z,IDCC,DIVIDEND,,,$2.12,USD,1.0876
2024-07-26T08:09:28.717331Z,ORCL,DIVIDEND,,,$1.33,USD,1.0870
2024-08-01T09:09:44.050746Z,NOG,DIVIDEND,,,$1.90,USD,1.0797
2024-08-02T09:12:33.595803Z,VZ,DIVIDEND,,,$19.86,USD,1.0837
2024-08-02T09:14:04.804228Z,T,DIVIDEND,,,$117.63,USD,1.0838
2024-08-05T06:52:52.692247Z,DELL,DIVIDEND,,,$4.73,USD,1.0928
2024-08-05T09:23:46.479Z,NVDA,SELL - LIMIT,220,$97,"$21,339.37",USD,1.0968
2024-08-06T13:30:01.585Z,TSLA,BUY - MARKET,24.91032283,$200.72,"$5,000",USD,1.0936
2024-08-06T13:30:09.473Z,AVGO,BUY - MARKET,35.30197316,$141.64,"$5,000",USD,1.0934
2024-08-08T13:30:10.304Z,NVDA,BUY - MARKET,98.02960494,$102.01,"$10,000",USD,1.0915
2024-08-09T08:27:31.198637Z,UMC,DIVIDEND,,,$17.63,USD,1.0934
2024-08-13T13:30:01.641Z,ORCL,BUY - MARKET,11.28074001,$132.97,"$1,500",USD,1.0972
2024-08-15T06:48:52.440346Z,ENLC,RETURN OF CAPITAL,,,$2.12,USD,1.1027
2024-08-16T12:59:42.051467Z,PG,DIVIDEND,,,$10.33,USD,1.1012
2024-08-16T14:59:58.761858Z,AAPL,DIVIDEND,,,$0.43,USD,1.1008
2024-08-23T08:43:06.560135Z,FANG,DIVIDEND,,,$12.80,USD,1.1140
2024-08-27T08:24:29.626271Z,SCCO,DIVIDEND,,,$10.96,USD,1.1190
2024-08-28T09:15:17.154765Z,IGT,DIVIDEND,,,$2.74,USD,1.1161
2024-08-28T10:08:57.728177Z,NVO,DIVIDEND,,,$35.45,USD,1.1149
2024-08-29T09:46:41.387899Z,PBR,DIVIDEND,,,$2.13,USD,1.1110
2024-09-03T10:19:44.175330Z,ABR,DIVIDEND,,,$25.97,USD,1.1057
2024-09-03T10:28:01.436306Z,SBRA,DIVIDEND,,,$18.01,USD,1.1057
2024-09-04T08:16:46.719470Z,WMT,DIVIDEND,,,$7.26,USD,1.1072
2024-09-04T08:49:46.122440Z,BG,DIVIDEND,,,$3.21,USD,1.1076
2024-09-04T08:59:55.238658Z,INTC,DIVIDEND,,,$0.95,USD,1.1072
2024-09-06T08:02:59.938868Z,MCHP,DIVIDEND,,,$1.74,USD,1.1136
2024-09-09T08:29:52.945221Z,AMGN,DIVIDEND,,,$4.12,USD,1.1068
2024-09-11T10:53:48.723261Z,XOM,DIVIDEND,,,$8.50,USD,1.1068
2024-09-11T10:59:06.408366Z,IBM,DIVIDEND,,,$3.47,USD,1.1068
2024-09-13T08:58:45.357446Z,,CASH TOP-UP,,,"€40,000",EUR,1.0000
2024-09-13T08:59:47.137835Z,,CASH WITHDRAWAL,,,"-€40,000",EUR,1.0000
2024-09-13T09:00:37.499178Z,,CASH TOP-UP,,,"$20,000",USD,1.1114
2024-09-13T09:01:23.645713Z,,CASH TOP-UP,,,"$20,000",USD,1.1114
2024-09-13T09:04:30.380616Z,,CASH TOP-UP,,,"$5,000",USD,1.1112
2024-09-13T10:15:07.806561Z,MSFT,DIVIDEND,,,$47.43,USD,1.1111
2024-09-13T13:30:02.631Z,AAPL,BUY - MARKET,22.34836633,$223.73,"$5,000",USD,1.1114
2024-09-13T13:30:05.924Z,ASML,BUY - MARKET,24.87190966,$804.12,"$20,000",USD,1.1114
2024-09-13T13:30:06.626Z,OXY,BUY - MARKET,390.62539062,$51.20,"$20,000",USD,1.1114
2024-09-17T10:10:40.485484Z,GOOGL,DIVIDEND,,,$51.26,USD,1.1159
2024-09-19T07:54:17.183261Z,SW,DIVIDEND,,,$2.73,USD,1.1170
2024-09-23T08:07:25.877354Z,BP,DIVIDEND,,,$28.14,USD,1.1111
2024-09-24T09:04:45.570405Z,ALV,DIVIDEND,,,$2.50,USD,1.1163
2024-09-25T07:23:12.467081Z,UNH,DIVIDEND,,,$1.96,USD,1.1209
2024-09-27T08:41:47.772074Z,META,DIVIDEND,,,$10.90,USD,1.1162
2024-09-30T08:19:17.558653Z,GES,DIVIDEND,,,$13.93,USD,1.1205
2024-09-30T08:25:49.837130Z,LMT,DIVIDEND,,,$2.36,USD,1.1209
2024-09-30T08:29:19.202666Z,SFL,DIVIDEND,,,$28.85,USD,1.1212
2024-09-30T08:39:06.168782Z,PBR,DIVIDEND,,,$2.44,USD,1.1216
2024-09-30T08:40:13.436131Z,GRMN,DIVIDEND,,,$6.79,USD,1.1216
2024-10-01T10:48:22.801377Z,AVGO,DIVIDEND,,,$16.53,USD,1.1108
2024-10-01T16:09:09.793760Z,,CASH TOP-UP,,,$900,USD,1.1091
2024-10-01T16:09:10.720Z,PLUG,BUY - MARKET,420.71962616,$2.14,$900,USD,1.1091
2024-10-01T16:09:24.251Z,PLUG,BUY - MARKET,186.9859813,$2.14,$400,USD,1.1092
2024-10-02T09:37:03.232715Z,NKE,DIVIDEND,,,$0.98,USD,1.1087
2024-10-03T13:49:35.556378Z,HPQ,DIVIDEND,,,$6.20,USD,1.1060
2024-10-04T10:10:34.760207Z,IRM,DIVIDEND,,,$3.67,USD,1.1051
2024-10-04T10:37:39.493667Z,NVDA,DIVIDEND,,,$0.83,USD,1.1051
2024-10-07T09:07:50.566566Z,CNQ,DIVIDEND,,,$10.74,USD,1.0990
2024-10-08T07:41:34.922150Z,E,DIVIDEND,,,$22.79,USD,1.1009
2024-10-08T07:42:03.805333Z,STX,DIVIDEND,,,$5.80,USD,1.1010
2024-10-10T08:41:23.013734Z,TSM,DIVIDEND,,,$8.41,USD,1.0957
